index,IMDb_ID,IMDb Rating,Num Votes
242,tt0377109,5.4,89700.0
243,tt0092076,5.6,26581.0
244,tt0099994,5.1,13540.0
245,tt0110978,3.3,19317.0
246,tt0324216,6.2,127338.0
247,tt0420294,5.8,66481.0
248,tt0212338,7.0,304153.0
249,tt0290002,6.3,247326.0
250,tt0970866,5.5,103912.0
251,tt0184894,6.6,116750.0
252,tt0300471,6.2,98186.0
253,tt0118615,4.8,92772.0
254,tt0366174,4.7,28132.0
255,tt1137996,2.8,6946.0
256,tt1150934,3.0,4467.0
257,tt0159273,6.4,97159.0
258,tt0497329,4.5,5360.0
259,tt1208647,4.8,4238.0
260,tt0419946,4.7,31828.0
261,tt1266027,5.0,5425.0
262,tt0351977,6.3,69091.0
263,tt0804550,4.6,1696.0
264,tt0804551,4.9,1445.0
265,tt0070895,7.0,4864.0
266,tt0073880,6.2,1097.0
267,tt0076028,5.9,824.0
268,tt0452702,6.2,92435.0
269,tt1204979,5.0,7056.0
270,tt0450278,5.9,165629.0
271,tt0498353,5.5,83568.0
272,tt1255916,4.6,27070.0
273,tt0160127,5.5,172367.0
274,tt0305357,4.9,118495.0
275,tt0112442,6.9,232706.0
276,tt0172156,6.6,225438.0
277,tt1502397,6.7,99875.0
278,tt0208003,5.2,79344.0
279,tt0421729,4.7,39710.0
280,tt1464174,4.4,24869.0
281,tt0400717,6.1,83891.0
282,tt1107365,5.6,21264.0
283,tt1646926,5.1,9698.0
284,tt0391198,5.9,136571.0
285,tt0433386,5.1,46385.0
286,tt1053859,4.7,16934.0
287,tt0283111,6.4,101597.0
288,tt0480271,4.9,21987.0
289,tt1276434,5.3,13639.0
290,tt0289879,7.6,441285.0
291,tt0457297,4.5,33870.0
292,tt1234541,5.6,18392.0
293,tt0366551,7.1,178460.0
294,tt0481536,6.6,128663.0
295,tt1268799,6.3,64273.0
296,tt0164052,5.8,120665.0
297,tt0469916,4.4,8910.0
298,tt0120201,7.2,261560.0
299,tt0367093,3.5,21563.0
300,tt0844760,4.3,22224.0
301,tt0268380,7.5,428053.0
302,tt0438097,6.8,249083.0
303,tt1080016,6.9,216962.0
304,tt2100546,6.5,9289.0
305,tt1667889,6.6,186136.0
306,tt0351283,6.9,354682.0
307,tt0479952,6.6,198043.0
308,tt1277953,6.8,157495.0
309,tt0441773,7.5,405897.0
310,tt1302011,7.2,244717.0
311,tt0110357,8.5,908118.0
312,tt0120131,6.5,58895.0
313,tt0318403,6.5,35899.0
314,tt0097757,7.6,229432.0
315,tt0240684,5.6,16810.0
316,tt0969647,6.3,8104.0
317,tt0337697,5.9,36757.0
318,tt0477072,4.4,4755.0
319,tt1094198,4.2,1867.0
320,tt1340161,4.6,1174.0
321,tt0247638,6.3,123843.0
322,tt0368933,5.8,71755.0
323,tt0243155,6.7,218316.0
324,tt0317198,6.0,102463.0
325,tt1473832,6.5,65602.0
326,tt0120762,7.6,241451.0
327,tt0279967,5.7,21081.0
328,tt0034492,7.3,127029.0
329,tt0447854,6.1,8832.0
330,tt0258463,7.9,495466.0
331,tt0372183,7.7,424267.0
332,tt0440963,8.0,594864.0
333,tt1194173,6.7,278914.0
334,tt0082406,7.3,81982.0
335,tt0465997,5.3,4012.0
336,tt0118767,8.0,16138.0
337,tt0238883,7.8,11833.0
338,tt0328880,6.8,93258.0
339,tt0465925,6.2,14112.0
340,tt0099277,5.9,6465.0
341,tt0109442,4.4,1287.0
342,tt1384590,7.1,14337.0
343,tt1683043,6.8,11946.0
344,tt0800320,5.8,265572.0
345,tt1646987,5.7,178430.0
346,tt0077651,7.8,220286.0
347,tt0082495,6.5,71710.0
348,tt0085636,4.9,41473.0
349,tt0095271,5.9,41941.0
350,tt0097474,5.2,33232.0
351,tt0113253,4.9,29916.0
352,tt0120694,5.8,64251.0
353,tt0220506,4.0,36221.0
354,tt0373883,6.1,106486.0
355,tt1311067,4.9,47066.0
356,tt1502407,6.6,109901.0
357,tt0206314,6.6,62575.0
358,tt1140941,5.1,7845.0
359,tt0295700,6.1,105875.0
360,tt0804555,5.5,37145.0
361,tt1261978,4.6,22356.0
362,tt1865567,4.6,21995.0
363,tt0120524,5.8,19251.0
364,tt0156182,5.1,7190.0
365,tt0254871,3.6,4038.0
366,tt0254872,4.0,3274.0
367,tt0102059,6.8,96430.0
368,tt0107144,6.6,82178.0
369,tt0095705,7.6,146140.0
370,tt0102510,6.9,102129.0
371,tt0110622,6.5,94104.0
372,tt0822832,7.1,143187.0
373,tt1704614,3.6,1835.0
374,tt1014775,3.8,22175.0
375,tt1482393,4.2,3257.0
376,tt0477347,6.4,304614.0
377,tt1078912,6.0,171512.0
378,tt0101414,8.0,408069.0
379,tt0118692,6.1,8708.0
380,tt0167038,5.3,2485.0
381,tt0042332,7.3,140858.0
382,tt0291082,5.0,10140.0
383,tt0465940,5.9,8829.0
384,tt0356470,5.9,78827.0
385,tt1071358,5.8,26046.0
386,tt1814614,6.0,11615.0
387,tt0093177,7.0,99267.0
388,tt0095294,6.5,40172.0
389,tt0104409,5.5,26484.0
390,tt0116514,5.2,18630.0
391,tt0229440,5.5,14509.0
392,tt0274546,5.0,10825.0
393,tt0337636,4.6,8748.0
394,tt0354623,4.2,9410.0
395,tt1716747,2.7,6760.0
396,tt0887261,,
397,tt0103919,6.6,66688.0
398,tt0112625,5.3,10074.0
399,tt0165662,4.0,4882.0
400,tt0263488,6.2,107692.0
401,tt0301470,5.6,56795.0
402,tt1139592,3.9,16223.0
403,tt0357507,4.2,29225.0
404,tt0900357,5.0,7627.0
405,tt1204883,4.7,4497.0
406,tt0080464,4.6,3704.0
407,tt0085266,2.0,915.0
408,tt0162889,1.4,392.0
409,tt0114194,6.5,28301.0
410,tt0118643,5.8,6869.0
411,tt0183678,5.6,4853.0
412,tt0365658,5.2,2132.0
413,tt0439771,4.6,1524.0
414,tt0421073,6.8,105530.0
415,tt1707687,4.9,2904.0
416,tt0257076,6.0,135488.0
417,tt1621429,5.3,8674.0
418,tt0075005,7.5,103807.0
419,tt0077394,6.3,28371.0
420,tt0082377,5.6,17898.0
421,tt0102585,3.9,5858.0
422,tt0462590,6.5,108370.0
423,tt1023481,6.2,78492.0
424,tt1193631,6.2,54820.0
425,tt1800741,6.4,52908.0
426,tt0206275,6.2,55950.0
427,tt0486656,5.3,4850.0
428,tt0087538,7.2,167343.0
429,tt0091326,6.0,69678.0
430,tt0097647,5.2,46881.0
431,tt0110657,4.4,24509.0
432,tt1155076,6.2,155867.0
433,tt1674782,6.1,
434,tt0120616,7.0,381699.0
435,tt0209163,6.3,294785.0
436,tt0859163,5.2,147654.0
437,tt0277296,5.5,127894.0
438,tt1104123,3.8,12597.0
439,tt0952640,5.2,74180.0
440,tt1231580,4.5,42178.0
441,tt1615918,4.3,30293.0
442,tt0106977,7.8,259420.0
443,tt0120873,6.6,93297.0
444,tt0119675,5.9,44785.0
445,tt0239641,4.6,4901.0
446,tt0330634,4.3,3281.0
447,tt0122933,6.7,143004.0
448,tt0289848,5.9,80916.0
449,tt0190138,6.7,107723.0
450,tt0327247,5.5,53142.0
451,tt0101272,6.9,125742.0
452,tt0106220,6.7,76150.0
453,tt0108171,6.1,22211.0
454,tt0338450,5.2,5455.0
455,tt0408196,5.3,3674.0
456,tt1571243,5.4,7042.0
457,tt1000774,5.6,113876.0
458,tt1261945,4.5,72386.0
459,tt0258827,5.3,3810.0
460,tt0385891,4.7,1470.0
461,tt0105793,7.0,140058.0
462,tt0108525,6.2,75234.0
463,tt0067116,7.7,106133.0
464,tt0073018,6.8,16176.0
465,tt0110475,6.9,334472.0
466,tt0362165,2.2,51274.0
467,tt0383216,5.7,79636.0
468,tt0838232,5.6,41396.0
469,tt0102926,8.6,1220198.0
470,tt0212985,6.8,247854.0
471,tt0289765,7.2,243610.0
472,tt0367959,6.2,101488.0
473,tt0091474,7.2,63239.0
474,tt0418819,6.2,89895.0
475,tt0087800,7.5,198163.0
476,tt0089686,5.5,59000.0
477,tt0093629,6.6,67906.0
478,tt0095742,5.7,48140.0
479,tt0097981,5.2,39327.0
480,tt0101917,4.9,40014.0
481,tt0111686,6.4,49287.0
482,tt1179056,5.2,90163.0
483,tt0329101,5.7,107843.0
484,tt0080761,6.5,114151.0
485,tt0082418,6.1,56320.0
486,tt0083972,5.7,45331.0
487,tt0087298,6.0,42829.0
488,tt0089173,4.8,32231.0
489,tt0091080,6.0,36688.0
490,tt0095179,5.3,30981.0
491,tt0097388,4.6,32111.0
492,tt0107254,4.2,27057.0
493,tt0758746,5.5,94266.0
494,tt0325980,8.0,996165.0
495,tt0383574,7.3,640094.0
496,tt0449088,7.1,581422.0
497,tt1298650,6.6,469167.0
498,tt0146316,5.8,193901.0
499,tt0325703,5.5,127435.0
500,tt0068646,9.2,1554770.0
501,tt0071562,9.0,1086630.0
502,tt0099674,7.6,346855.0
503,tt0240772,7.7,499949.0
504,tt0349903,6.5,348680.0
505,tt0496806,6.9,312272.0
506,tt0063442,8.0,161770.0
507,tt0065462,6.1,40796.0
508,tt0067065,6.3,31107.0
509,tt0068408,6.1,29345.0
510,tt0069768,5.5,28104.0
511,tt0344854,6.0,32134.0
512,tt0940657,5.3,8004.0
513,tt0940656,5.5,7787.0
514,tt0349205,5.9,91516.0
515,tt0452598,5.5,53182.0
516,tt0109040,6.9,270045.0
517,tt0112281,6.4,197557.0
518,tt0396752,6.5,65500.0
519,tt1415283,6.1,27125.0
520,tt0108108,7.8,3827.0
521,tt0108107,7.9,2920.0
522,tt0111156,7.9,2535.0
523,tt0111157,7.9,2476.0
524,tt0111158,7.7,2158.0
525,tt0114417,7.5,2125.0
526,tt0114416,7.9,2077.0
527,tt0114418,7.9,2089.0
528,tt0117621,7.9,1981.0
529,tt0117622,8.0,1935.0
530,tt0117620,7.9,1885.0
531,tt0120110,7.8,1834.0
532,tt0120109,7.6,1741.0
533,tt0120111,8.0,2149.0
534,tt0480002,7.5,2541.0
535,tt1181849,7.3,1706.0
536,tt1320253,6.5,319344.0
537,tt1764651,6.6,286945.0
538,tt1046173,5.8,196128.0
539,tt1583421,5.8,170466.0
540,tt0120390,4.9,10452.0
541,tt0192701,4.2,2032.0
542,tt0251448,3.6,2012.0
543,tt0105698,6.0,80793.0
544,tt0176269,4.2,27365.0
545,tt1288403,5.2,24329.0
546,tt1659343,5.0,18891.0
547,tt0190374,3.6,31485.0
548,tt0406728,4.7,5521.0
549,tt1733125,4.5,2091.0
550,tt0412915,6.3,17944.0
551,tt0455596,6.3,12958.0
552,tt1146438,6.5,11937.0
553,tt0403358,6.4,51649.0
554,tt0409904,6.5,32874.0
555,tt0127536,7.4,90473.0
556,tt0414055,6.8,65365.0
557,tt0241527,7.6,617029.0
558,tt0295297,7.4,529927.0
559,tt0304141,7.9,527151.0
560,tt0330373,7.7,524796.0
561,tt0373889,7.5,488506.0
562,tt0417741,7.6,452646.0
563,tt0926084,7.7,457952.0
564,tt1201607,8.1,736025.0
565,tt0289043,7.6,366735.0
566,tt0463854,7.0,253260.0
567,tt0382625,6.6,390074.0
568,tt0808151,6.7,265908.0
569,tt0144117,7.8,223626.0
570,tt1300851,6.3,60567.0
571,tt0092890,7.0,194026.0
572,tt0338096,6.0,26216.0
573,tt0246578,8.0,723889.0
574,tt1231277,3.6,13020.0
575,tt0345591,7.4,5658.0
576,tt0402348,7.1,3044.0
577,tt0486420,7.3,1905.0
578,tt0785025,7.0,1635.0
579,tt0929864,7.0,1348.0
580,tt0960143,7.1,1089.0
581,tt0259324,5.2,218580.0
582,tt1071875,4.3,108395.0
583,tt0070047,8.0,351436.0
584,tt0076009,3.8,21114.0
585,tt0099528,6.4,24318.0
586,tt0204313,5.2,32736.0
587,tt0449086,5.2,10202.0
588,tt1320244,5.6,47238.0
589,tt0120902,7.0,98937.0
590,tt0443701,5.9,87598.0
591,tt0228786,6.9,56685.0
592,tt0337103,6.0,19276.0
593,tt0108500,7.1,31275.0
594,tt0120882,6.2,10548.0
595,tt0266308,7.6,165232.0
596,tt0338763,4.7,19028.0
597,tt0086425,7.4,53076.0
598,tt0116240,5.9,4111.0
599,tt0366548,6.4,165591.0
600,tt1402488,5.9,40599.0
601,tt0088011,6.9,80168.0
602,tt0089370,6.1,49277.0
603,tt0098621,6.8,46749.0
604,tt0097778,5.9,75547.0
605,tt0100050,4.7,43575.0
606,tt0107438,4.4,27072.0
607,tt0250494,6.3,177493.0
608,tt0333780,4.8,59735.0
609,tt0144084,7.6,466650.0
610,tt0283877,3.8,14120.0
611,tt0267913,5.1,95117.0
612,tt0331632,5.0,47429.0
613,tt0099785,7.6,448017.0
614,tt0104431,6.8,288823.0
615,tt0119303,4.5,101693.0
616,tt0329200,2.6,32023.0
617,tt0112453,7.1,38606.0
618,tt0281634,6.1,4232.0
619,tt0423849,6.3,2702.0
620,tt0233657,4.9,2200.0
621,tt0374286,4.3,593.0
622,tt0091949,6.7,55270.0
623,tt0096101,5.8,23245.0
624,tt0098084,6.6,91277.0
625,tt0105128,4.9,18756.0
626,tt0072281,7.2,15001.0
627,tt0073012,7.0,9520.0
628,tt0091064,7.6,153907.0
629,tt0097368,5.1,20765.0
630,tt0120812,7.0,232492.0
631,tt0266915,6.6,195036.0
632,tt0293564,6.2,149445.0
633,tt2324606,,
634,tt0087928,6.7,110148.0
635,tt0089822,5.8,49976.0
636,tt0091777,5.4,41375.0
637,tt0093756,5.0,39265.0
638,tt0095882,4.7,31884.0
639,tt0098105,4.5,27472.0
640,tt0110857,3.6,31079.0
641,tt1179904,6.3,215732.0
642,tt1536044,5.6,96598.0
643,tt1778304,5.8,88479.0
644,tt2109184,4.6,60819.0
645,tt0066999,7.7,139285.0
646,tt0070355,7.2,54237.0
647,tt0086383,6.7,39391.0
648,tt0094963,6.3,39313.0
649,tt0074483,6.8,40130.0
650,tt0475394,6.7,135464.0
651,tt1319743,5.1,12759.0
652,tt0105690,6.5,74283.0
653,tt0114781,5.5,42803.0
654,tt0452608,6.4,194500.0
655,tt1500491,5.6,30277.0
656,tt1988591,5.5,18267.0
657,tt0480239,5.6,12891.0
658,tt1985017,5.4,6621.0
659,tt0368891,6.8,297370.0
660,tt0465234,6.5,213808.0
661,tt1197627,,
662,tt1119646,7.7,701241.0
663,tt1411697,6.4,453132.0
664,tt1951261,5.8,285972.0
665,tt0205000,5.7,69183.0
666,tt0367652,4.7,47603.0
667,tt0089155,6.9,46186.0
668,tt0097366,6.1,19124.0
669,tt0317248,8.6,680822.0
670,tt0870090,7.2,14888.0
671,tt0861739,8.1,95858.0
672,tt1555149,8.0,77724.0
673,tt1250777,7.6,515259.0
674,tt1650554,6.5,249528.0
675,tt1245526,7.0,282022.0
676,tt1821694,6.6,155863.0
677,tt0134119,7.4,176101.0
678,tt0265651,6.6,16929.0
679,tt0219171,6.0,2341.0
680,tt0082340,7.2,120927.0
681,tt0116225,5.8,67670.0
682,tt0104692,5.5,33069.0
683,tt0116839,2.5,8836.0
684,tt0097523,6.3,138376.0
685,tt0104437,4.8,40073.0
686,tt0119310,5.0,12863.0
687,tt0322589,5.4,42620.0
688,tt1657283,5.3,6760.0
689,tt0054215,8.5,579209.0
690,tt0086154,6.5,22985.0
691,tt0106950,5.9,26902.0
692,tt0179183,4.6,6356.0
693,tt0375210,5.5,46497.0
694,tt0496436,5.7,12496.0
695,tt0088933,6.7,55485.0
696,tt0094890,5.4,14994.0
697,tt1915581,6.1,128563.0
698,tt2268016,5.6,50805.0
699,tt0489099,6.1,281483.0
700,tt1259574,7.0,11240.0
701,tt1260581,7.2,8085.0
702,tt1259573,7.2,6968.0
703,tt0275847,7.2,161874.0
704,tt0457993,6.3,11517.0
705,tt0403508,6.5,52752.0
706,tt1018785,6.2,26476.0
707,tt0307987,7.0,131340.0
708,tt1798603,5.6,21964.0
709,tt0414852,7.2,65415.0
710,tt1247640,6.5,42388.0
711,tt0152930,7.0,74927.0
712,tt0183869,6.5,50041.0
713,tt0295721,5.8,39393.0
714,tt0804540,5.6,26107.0
715,tt0212346,6.2,181080.0
716,tt0385307,5.1,67685.0
717,tt0114367,6.4,24409.0
718,tt1214983,4.7,5075.0
719,tt0343818,7.1,487623.0
720,tt0480249,7.2,669734.0
721,tt1167498,,
722,tt0988045,7.6,570651.0
723,tt1515091,7.5,411169.0
724,tt0079945,6.4,79071.0
725,tt0084726,7.7,109874.0
726,tt0088170,6.7,72566.0
727,tt0092007,7.3,76440.0
728,tt0098382,5.5,54509.0
729,tt0102975,7.2,68346.0
730,tt0111280,6.6,74243.0
731,tt0117731,7.6,115267.0
732,tt0120844,6.4,68755.0
733,tt0253754,6.4,71979.0
734,tt0103772,7.0,166652.0
735,tt0430912,4.3,36610.0
736,tt0281322,6.2,28236.0
737,tt0443676,7.1,32982.0
738,tt1156466,7.4,37935.0
739,tt1174954,6.5,28392.0
740,tt1753496,6.5,17858.0
741,tt0948470,6.9,547041.0
742,tt1872181,6.6,406777.0
743,tt0985694,6.6,187629.0
744,tt2002718,5.6,72926.0
745,tt2002719,,
746,tt1232829,7.2,498876.0
747,tt2294449,7.0,336672.0
748,tt0115571,6.3,31009.0
749,tt0122961,3.8,2715.0
750,tt0134273,6.5,120511.0
751,tt0448172,4.5,4292.0
752,tt1132620,7.8,205035.0
753,tt1216487,7.2,88959.0
754,tt1343097,7.3,66339.0
755,tt0369226,2.4,41244.0
756,tt0913951,2.7,4825.0
757,tt0383222,2.9,33689.0
758,tt0896036,2.6,8998.0
759,tt1153546,3.0,5834.0
760,tt0460780,3.8,43665.0
761,tt1767319,3.1,4574.0
762,tt2379386,3.1,1878.0
763,tt0123755,7.2,204349.0
764,tt0285492,5.6,61177.0
765,tt0377713,5.7,35837.0
766,tt1928330,5.5,18126.0
767,tt2996648,5.6,4449.0
768,tt1160368,5.6,26828.0
769,tt2317524,5.3,5141.0
770,tt2334841,4.9,4158.0
771,tt1591095,6.8,269307.0
772,tt2226417,6.6,149986.0
773,tt3195644,6.1,89717.0
774,tt1470827,6.4,86384.0
775,tt1935302,4.3,9802.0
776,tt1840309,6.7,415842.0
777,tt2908446,6.2,211153.0
778,tt3410834,5.7,104224.0
779,tt1436562,6.9,200939.0
780,tt2357291,6.3,77120.0
781,tt0418763,7.0,171682.0
782,tt3699508,5.5,4860.0
783,tt1412386,7.2,88414.0
784,tt2555736,6.6,30484.0
785,tt1937390,6.9,113492.0
786,tt2382009,6.7,84318.0
787,tt1490017,7.7,317470.0
788,tt3513498,6.6,50025.0
789,tt1905041,7.1,360968.0
790,tt2820852,7.1,351037.0
791,tt1596365,6.4,171010.0
792,tt2339741,4.8,25921.0
793,tt1740047,7.0,20928.0
794,tt2967006,6.6,14473.0
795,tt0168501,6.8,8981.0
796,tt2083355,6.7,14554.0
797,tt3345056,,
798,tt0313911,5.0,32212.0
799,tt0358349,4.6,13722.0
800,tt0115433,5.7,98439.0
801,tt0211181,4.9,33823.0
802,tt0357413,7.2,322161.0
803,tt1229340,6.3,164309.0
804,tt0112471,8.1,258483.0
805,tt0381681,8.0,225467.0
806,tt2209418,7.9,134325.0
807,tt0100814,7.1,115965.0
808,tt0114720,6.0,25490.0
809,tt0259685,5.3,15669.0
810,tt0334541,5.3,11322.0
811,tt2109248,5.6,293205.0
812,tt3371366,5.2,130601.0
813,tt1291150,5.8,197599.0
814,tt3949660,6.0,81919.0
815,tt0455944,7.2,321533.0
816,tt3766354,6.7,120152.0
817,tt1392170,7.2,825301.0
818,tt1951264,7.5,599210.0
819,tt1951265,6.6,400984.0
820,tt1951266,6.5,273988.0
821,tt0203408,3.6,4984.0
